id;nombre;tipo;stock;precio;requiere_receta
3930;HB ALEOS;Antiinflamatorio;238;59.66;NO
3931;HB ONCOBRAIN®;Vitaminas;101;65.00;NO
3932;HB PEGASPARGASE;Antihistaminico;126;29.10;SI
3933;HCQS;Antihistaminico;99;15.97;SI
3934;H-DROCORT;Antihistaminico;180;72.93;NO
3935;HEALTHFERRI-HG;Antiinflamatorio;193;93.34;NO
3936;HEALTHFLOX;Broncodilatador;39;10.96;NO
3937;HELDEMAX;Dermocosmetica;233;80.67;NO
3938;HELFFIN MIGRAÑA;Antimicotico;47;9.71;SI
3939;HELMINAR;Antiinflamatorio;31;63.32;NO
3940;HELOPANFLAT G;Broncodilatador;150;20.68;NO
3941;HEMATINAN;Vitaminas;200;17.90;NO
3942;HEMLIBRA;Antimicotico;20;33.34;SI
3943;HEMLIBRA®;Analgesico;35;85.81;NO
3944;HEMONICS;Antihistaminico;165;40.32;SI
3945;HEMONOR;Antiacido;37;45.53;SI
3946;HEMORRANE;Broncodilatador;66;82.73;SI
3947;HEMORRODIL;Antihistaminico;83;53.04;SI
3948;HEMORRODIL NF;Analgesico;136;68.27;NO
3949;HEMORRODIL® COMPUESTO NF;Antiacido;150;25.65;NO
3950;HEMOTRAN;Antiinflamatorio;62;28.66;NO
3951;HEPABIONTA;Analgesico;165;72.11;NO
3952;HEPAFORT;Dermocosmetica;197;91.32;SI
3953;HEPAFORT® NF;Antibiotico;96;49.49;SI
3954;HEPARINA SODICA;Antiacido;74;13.76;NO
3955;HEPARINA SÓDICA;Antibiotico;190;74.97;SI
3956;HEPTRAL;Antimicotico;78;81.70;SI
3957;HEPVIR;Vitaminas;131;94.70;SI
3958;HERCEPTIN;Antiacido;34;86.40;NO
3959;HERIDOL MEDIC;Antigripal;180;93.26;NO
3960;HERIDOL NB;Dermocosmetica;143;28.36;SI
3961;HERZUMA;Analgesico;87;60.67;NO
3962;HEXAXIM;Analgesico;74;30.36;NO
3963;HEXIDINE A.V.A.;Antiinflamatorio;38;85.66;SI
3964;HIALFREE;Antibiotico;70;24.12;SI
3965;HIALFREE PRESERVATIVE FREE;Vitaminas;162;50.79;NO
3966;HIBICLEN A.V. ESPUMA;Analgesico;71;26.66;NO
3967;HIBICLEN A.V. ESPUMA SOLUCION;Analgesico;156;24.82;SI
3968;HIBISAN ESPUMA;Antiacido;185;57.94;NO
3969;HIBISOFT;Antiacido;6;20.65;NO
3970;HIDASS;Antiinflamatorio;48;71.09;NO
3971;HIDROCAD;Analgesico;117;24.19;SI
3972;HIDROCLOROTIAZIDA;Antigripal;193;61.36;SI
3973;HIDROCORTISONA;Antiacido;93;84.23;SI
3974;HIDROCORTISONA SUCCINATO SODICO;Dermocosmetica;2;86.30;NO
3975;HIDROFEROL;Antiacido;139;73.20;NO
3976;HIDROQUINA;Broncodilatador;212;96.70;NO
3977;HIDROSONA;Antibiotico;138;87.88;SI
3978;HIDROTEARS;Antigripal;175;44.05;NO
3979;HIDROTEN;Antibiotico;99;64.61;SI
3980;HIDROXANEURIN;Antihistaminico;246;36.92;SI
3981;HIDROXANEURIN 10 000;Vitaminas;29;46.08;SI
3982;HIDROXICARBAMIDA;Analgesico;228;86.87;SI
3983;HIDROXICLOROQUINA;Antimicotico;194;26.62;NO
3984;HIDROXICLOROQUINA SULFATO;Antigripal;217;62.30;SI
3985;HIDROXIDO DE ALUMINIO + HIDROXIDO DE MAGNESIO;Analgesico;194;70.25;SI
3986;HIDROXIPLUS;Antihistaminico;56;24.57;NO
3987;HIDROXIUREA;Analgesico;117;41.24;NO
3988;HIDROXIZINA;Antihistaminico;35;7.76;SI
3989;HIDROXOCOBALAMINA;Analgesico;136;40.20;SI
3990;HIDROZIN-HG;Antibiotico;228;77.14;SI
3991;HIERRO + ACIDO FOLICO;Vitaminas;96;44.46;SI
3992;HIERRO POLIMALTOSA;Vitaminas;95;18.19;NO
3993;HIERRO SACARATO;Antihistaminico;186;49.22;SI
3994;HIERRO SACAROSA;Dermocosmetica;41;99.33;NO
3995;HIERROMAX;Antigripal;179;18.75;SI
3996;HIERRONIM;Antigripal;213;71.11;SI
3997;HIERRONIM HC;Broncodilatador;244;35.55;NO
3998;HIERRONIM® HP;Antiacido;138;32.06;NO
3999;HIERRONIM® HS;Dermocosmetica;90;19.39;SI
4000;HIOSBAL COMPOSITUM;Broncodilatador;156;81.14;NO
4001;HIOSCINA BUTIL BROMURO;Antiinflamatorio;147;39.33;NO
4002;HIOSCINA BUTILBROMURO;Antimicotico;216;14.91;NO
4003;HIOSCINA BUTILBROMURO + METAMIZOL SODICO;Broncodilatador;46;47.46;NO
4004;HIOSDOL;Dermocosmetica;70;96.38;SI
4005;HIOSIMOL;Antimicotico;244;89.96;SI
4006;HIOSIMOL COMPUESTO;Dermocosmetica;145;84.73;SI
4007;HIPERLIPEN;Antibiotico;228;68.96;NO
4008;HIPERNOSIL 10;Antimicotico;79;9.37;NO
4009;HIPERSODIO;Vitaminas;228;7.50;NO
4010;HIPERSOL;Broncodilatador;199;99.84;SI
4011;HIPERSON;Antiinflamatorio;135;10.75;SI
4012;HIPOTIC;Antigripal;200;94.52;SI
4013;HIPROEYE-F;Analgesico;100;78.10;SI
4014;HIPROMELOSA;Antimicotico;53;79.44;SI
4015;HIRUALIV;Antigripal;125;29.93;NO
4016;HIRUDIN;Broncodilatador;93;53.98;SI
4017;HIRUDOID;Analgesico;172;51.03;NO
4018;HIRUDOID FORTE;Dermocosmetica;52;59.93;NO
4019;HIRUDOID® FORTE;Analgesico;9;56.35;NO
4020;HIRU-HEMAFLAM FORTE;Antihistaminico;171;39.62;SI
4021;HIRUSCAR;Antibiotico;76;22.78;SI
4022;HISALER;Antihistaminico;30;49.70;NO
4023;HISALER D;Broncodilatador;203;33.23;NO
4024;HISALER®;Antihistaminico;238;25.67;NO
4025;HISBEC;Antimicotico;201;84.00;NO
4026;HISTACLORF;Dermocosmetica;198;31.56;SI
4027;HISTAGRIP-F;Antibiotico;239;94.07;NO
4028;HISTALEX;Antibiotico;239;89.66;SI
4029;HISTALICIN;Broncodilatador;23;39.36;SI
4030;HISTATEC;Vitaminas;71;46.33;NO
4031;HISTIGLOB;Antihistaminico;139;12.91;NO
4032;HIZALAB;Dermocosmetica;240;53.11;NO
4033;HOLASPAR;Antiacido;246;19.10;NO
4034;HOLITIG;Antiinflamatorio;63;42.71;NO
4035;HOLMES H;Analgesico;68;51.10;NO
4036;HOLMES H®;Antiinflamatorio;179;82.10;NO
4037;HONGOCID LACA;Dermocosmetica;90;28.80;SI
4038;HONGOCID UÑAS;Vitaminas;31;93.21;NO
4039;HONGOCIFAR;Antiacido;228;9.49;SI
4040;HONGODERM;Antiacido;124;6.95;SI
4041;HONGOKIL;Antibiotico;63;96.16;SI
4042;HONGONICOL;Antimicotico;21;48.69;SI
4043;HONGOSANOL;Antihistaminico;0;65.96;SI
4044;HONTOCAL 60;Analgesico;226;87.23;SI
4045;HOPENOR PLUS;Antibiotico;195;42.83;NO
4046;HOPRIX EN OCUVIAL;Broncodilatador;0;62.31;NO
4047;HORTRIN® A;Broncodilatador;176;92.77;NO
4048;HORTRIN® A NF;Analgesico;99;84.20;NO
4049;HSAMALER;Dermocosmetica;50;75.50;SI
4050;HUGAL;Vitaminas;100;44.25;NO
4051;HULIO®;Vitaminas;74;7.00;NO
4052;HUMAGROW;Antiinflamatorio;156;38.54;NO
4053;HUMALOG;Antiinflamatorio;58;61.12;NO
4054;HUMALOG KWIKPEN;Antiinflamatorio;165;89.21;SI
4055;HUMALOG MIX 25;Antihistaminico;186;55.94;NO
4056;HUMALOG® MIX 25;Antihistaminico;96;69.50;SI
4057;HUMED;Antigripal;160;13.94;NO
4058;HUMEDBIO;Antigripal;120;93.70;SI
4059;HUMIRA AC;Dermocosmetica;144;53.72;NO
4060;HUMORAP 20;Antimicotico;36;68.07;NO
4061;HUMULIN 70/30;Antiinflamatorio;24;89.43;SI
4062;HUMULIN N;Broncodilatador;49;59.78;SI
4063;HUMULIN R;Analgesico;106;88.43;SI
4064;HUMULIN® 70/30;Analgesico;48;10.37;NO
4065;HUMULIN® N;Antiacido;124;56.78;NO
4066;HUMULIN® R;Antimicotico;77;48.43;SI
4067;HUNIBIR;Antibiotico;62;66.37;NO
4068;HUTOX INJ.;Vitaminas;152;20.97;NO
4069;HYALGAN;Antimicotico;156;65.74;SI
4070;HYALO COMFORT;Broncodilatador;246;49.54;SI
4071;HYDRODEK;Broncodilatador;151;23.61;NO
4072;HYNDRIAX;Antimicotico;163;39.36;SI
4073;HYNDRIAX 20;Antimicotico;72;44.27;SI
4074;HYNOFLEX;Antiinflamatorio;210;95.23;NO
4075;HYOS B20;Antiinflamatorio;170;43.11;NO
4076;HYOSPAN;Antibiotico;78;7.47;SI
4077;HYPERAN;Vitaminas;148;14.09;SI
4078;HYPROSOL;Antiacido;178;92.20;SI
4079;HYZAAR;Analgesico;10;25.45;NO
4080;HYZAAR FORTE;Dermocosmetica;5;60.80;SI
4081;I PATRIMUL COMPUESTO;Antibiotico;75;32.34;NO
4082;I.V. GLOBULIN SN;Antiacido;102;52.09;SI
4083;IBALIV;Vitaminas;192;99.30;SI
4084;IBANCHECK;Antiinflamatorio;74;5.26;SI
4085;IBANDRA 150;Broncodilatador;77;91.56;SI
4086;IBANDRIN;Vitaminas;103;38.48;SI
4087;IBANDRIP;Analgesico;219;30.92;NO
4088;IBANDRONIL;Antimicotico;249;98.69;NO
4089;IBANDROPOROSIS®;Antibiotico;174;87.81;SI
4090;IBANTI 40;Antiacido;80;73.87;NO
4091;IBANTI 80;Antimicotico;119;62.60;NO
4092;IBERCIEN150;Antimicotico;176;92.09;NO
4093;IBERHEALTH-HG;Antiacido;100;45.96;SI
4094;IBERLIP 150;Antihistaminico;5;44.40;NO
4095;IBERLIP 300;Antiacido;38;15.12;SI
4096;IBONIX;Antiacido;65;49.67;NO
4097;IBP;Dermocosmetica;184;15.62;NO
4098;IBRANCE®;Vitaminas;50;96.68;NO
4099;IBREMOX CL;Antigripal;222;76.70;SI
4100;IBROFEN BABY;Dermocosmetica;58;88.36;SI
4101;IBUCAD;Antiinflamatorio;113;86.17;SI
4102;IBUCALM 200;Antimicotico;248;64.91;NO
4103;IBUCALM DUO;Antiacido;83;27.87;NO
4104;IBUCALM FORTE;Dermocosmetica;220;14.89;SI
4105;IBUCORDRALAN FORTE;Analgesico;27;86.92;SI
4106;IBUFENOL 400;Broncodilatador;28;66.45;NO
4107;IBUFENOL 600;Broncodilatador;169;17.24;NO
4108;IBUFILM;Analgesico;107;99.47;SI
4109;IBUMEJORAL;Antihistaminico;93;58.49;SI
4110;IBUMEJORAL MUJER;Dermocosmetica;200;17.68;SI
4111;IBUPAIN;Antihistaminico;119;88.26;NO
4112;IBUPIBAL;Antibiotico;27;60.09;SI
4113;IBUPIROL;Antigripal;44;65.06;SI
4114;IBUPIROL EXTRA FORTE;Vitaminas;60;45.84;SI
4115;IBUPIROL FORTE;Antibiotico;170;7.90;SI
4116;IBUPLEX;Antiacido;54;98.15;SI
4117;IBUPROBRAND;Antibiotico;193;94.76;NO
4118;IBUPROBRAND 200;Antihistaminico;155;52.77;SI
4119;IBUPROCOM;Antiinflamatorio;162;36.83;NO
4120;IBUPROFENO;Antihistaminico;98;52.12;NO
4121;IBUPROTAMOL;Antibiotico;248;81.78;NO
4122;IBUSOFT 400;Antihistaminico;177;41.33;SI
4123;IBUSOL;Analgesico;226;27.96;NO
4124;IBUZONE;Antiinflamatorio;230;43.76;SI
4125;ICADEN;Antimicotico;165;58.21;SI
4126;ICALIV;Antigripal;229;65.55;NO
4127;ICONYL;Antihistaminico;6;68.73;NO
4128;ICONYL ® D;Antiinflamatorio;125;10.24;SI
4129;ICONYL®;Broncodilatador;177;22.85;NO
4130;IDARUBICINA;Broncodilatador;154;92.91;SI
4131;IDELLE;Antiacido;46;48.71;NO
4132;IDENA;Antiacido;195;38.71;NO
4133;IDO SAFE;Antibiotico;63;57.65;SI
4134;IDO SAFE ESPUMA;Antiacido;75;64.89;SI
4135;IDOFIX;Dermocosmetica;110;78.53;SI
4136;IDON;Antigripal;243;72.46;SI
4137;IDOX 200;Antimicotico;162;71.90;SI
4138;IFAXIM;Antimicotico;149;68.71;NO
4139;IFOSBIF;Broncodilatador;196;94.97;NO
4140;IFOSFAMIDA;Analgesico;162;86.98;NO
4141;IFOXX;Broncodilatador;72;63.61;SI
4142;ILOCIN;Antiacido;62;54.49;NO
4143;ILOSONE;Antibiotico;53;55.28;SI
4144;ILOSONE ®;Analgesico;136;82.36;SI
4145;ILTUX;Broncodilatador;204;76.14;SI
4146;ILTUX HCT;Antiinflamatorio;70;37.23;SI
4147;ILTUXAM;Antibiotico;160;54.41;SI
4148;ILTUXAM HCT;Analgesico;117;99.57;NO
4149;ILUMYA®;Antiacido;144;27.07;NO
4150;IMACORD 100;Antigripal;190;22.37;SI
4151;IMACORD 400;Antihistaminico;162;12.27;SI
4152;IMANEN;Dermocosmetica;88;77.66;NO
4153;IMATIM;Antibiotico;141;65.54;NO
4154;IMATIN;Antigripal;212;71.22;SI
4155;IMATINIB;Antiacido;219;93.40;SI
4156;IMATIPHARM;Dermocosmetica;151;85.89;SI
4157;IMBRUVICA;Analgesico;59;97.51;SI
4158;IMBRUVICA®;Dermocosmetica;93;13.83;SI
4159;IMECAD;Broncodilatador;78;26.62;NO
4160;IMELDA;Broncodilatador;5;24.95;NO
4161;IMFINZI®;Antimicotico;9;94.85;SI
4162;IMIDASS;Antimicotico;37;11.53;SI
4163;IMILASTADAN;Antimicotico;132;67.91;SI
4164;IMIPENEM + CILASTATINA;Antimicotico;165;28.91;SI
4165;IMIPENEN + CILASTATINA;Analgesico;33;98.88;SI
4166;IMIPLUS;Dermocosmetica;134;70.29;NO
4167;IMIQUAD;Antiinflamatorio;24;70.84;SI
4168;IMJUDO;Antigripal;8;51.63;SI
4169;IMMUCORD-0.75;Antimicotico;89;29.89;SI
4170;IMMUNOREL;Analgesico;97;30.68;NO
4171;IMMUNOREL®;Antihistaminico;23;66.82;SI
4172;IMMUNORHO;Antiinflamatorio;138;7.38;SI
4173;IMMUNOTETAN;Vitaminas;171;13.55;NO
4174;IMOT OFTENO;Vitaminas;142;78.22;SI
4175;IMOVAX POLIO;Analgesico;213;90.06;SI
4176;IMPEDICE;Antigripal;10;95.87;NO
4177;IMSUP;Analgesico;198;23.03;SI
4178;IMSUP 500;Antimicotico;30;25.20;SI
4179;INCONTAN;Antiacido;67;11.40;NO
4180;INCONTINOL;Antimicotico;114;45.57;SI
4181;INDATACIN;Antiacido;210;78.50;SI
4182;INDOFLEX;Antimicotico;193;78.11;SI
4183;INDOMETACINA;Vitaminas;43;23.47;SI
4184;INDUCTAL;Antiacido;63;51.69;SI
4185;INEDOL;Antiinflamatorio;203;71.63;SI
4186;INEDOX;Analgesico;217;54.72;SI
4187;INFADOL;Antibiotico;167;6.24;SI
4188;INFANRIX HEXA;Antimicotico;19;23.99;NO
4189;INFANRIX IPV HIB;Antiacido;180;16.34;SI
4190;INFECTRIM;Antiinflamatorio;20;31.90;SI
4191;INFECTRIM BALSAMICO;Analgesico;220;4.54;NO
4192;INFECTRIM BALSAMICO NF;Antimicotico;111;52.73;NO
4193;INFECTRIM FORTE;Vitaminas;42;73.15;NO
4194;INFECTRIM® FORTE;Antiinflamatorio;131;61.13;SI
4195;INFESUL;Vitaminas;148;43.67;NO
4196;INFESUL-F;Antibiotico;193;32.13;SI
4197;INFINIX®;Vitaminas;172;56.10;SI
4198;INFLUEX - FORTE;Vitaminas;108;42.03;SI
4199;INFLUVAC TETRA;Antibiotico;190;71.75;SI
4200;INFURIN;Dermocosmetica;230;96.99;NO
4201;INGOLY 0.5;Analgesico;79;28.95;NO
4202;INHARANE;Dermocosmetica;48;95.95;NO
4203;INHIXA;Vitaminas;78;82.05;NO
4204;INKABIOTIC;Broncodilatador;11;10.16;SI
4205;INLYTA;Dermocosmetica;43;75.44;SI
4206;INMUNO-C10;Antigripal;249;66.19;NO
4207;INSOM;Antiinflamatorio;213;35.77;NO
4208;INSPRA;Dermocosmetica;128;57.90;NO
4209;INSTGRA;Antihistaminico;5;82.16;NO
4210;INSTILLAGEL;Dermocosmetica;169;76.21;NO
4211;INSUGEN N;Antigripal;247;73.17;NO
4212;INSUTAMINA;Antimicotico;43;34.39;NO
4213;INTELENCE;Antigripal;148;87.09;NO
4214;INTRAMOL;Analgesico;192;37.40;SI
4215;INVANZ;Antibiotico;72;28.32;NO
4216;INVEGA SUSTENNA;Antigripal;222;70.60;SI
4217;INVICTUS;Antihistaminico;194;39.31;SI
4218;INVICTUS®;Dermocosmetica;109;3.76;NO
4219;INVOKANA;Antiacido;109;93.07;NO
4220;IOBRAM;Dermocosmetica;216;90.48;SI
4221;IOBRAM 0.15;Antibiotico;19;51.68;SI
4222;IP MAX;Antihistaminico;156;25.50;NO
4223;I-PATRIMUL COMPUESTO;Dermocosmetica;224;99.33;NO
4224;IPICLAV;Broncodilatador;13;32.23;NO
4225;IPICLOR-12.5;Broncodilatador;209;39.25;NO
4226;IPICLOR-25;Broncodilatador;138;47.67;NO
4227;IPRAPHARM 20;Analgesico;71;88.32;SI
4228;IPRETAN;Vitaminas;122;40.43;NO
4229;IPRODIAL 150;Analgesico;209;32.21;SI
4230;IPRODIAL 300;Antihistaminico;106;74.11;NO
4231;IRAXEN;Antiinflamatorio;210;89.21;NO
4232;IRBECARD H 300/25;Broncodilatador;25;65.08;SI
4233;IRBECARD® 150;Analgesico;199;90.74;NO
4234;IRBECARD® 300;Vitaminas;173;97.47;SI
4235;IRBELAB;Vitaminas;128;61.41;SI
4236;IRBELAB 150;Antiacido;195;38.06;NO
4237;IRBELAB 300;Antiinflamatorio;5;16.67;SI
4238;IRBELAB DUO 150;Antihistaminico;178;60.99;SI
4239;IRBELAB DUO 300;Broncodilatador;177;3.67;NO
4240;IRBERSARTAN;Antimicotico;157;97.73;NO
4241;IRBESAMED;Broncodilatador;178;49.77;SI
4242;IRBESARTAN;Antiinflamatorio;174;91.81;SI
4243;IRBESEL;Broncodilatador;201;46.05;NO
4244;IRBESEL HC;Antihistaminico;14;93.49;SI
4245;IRBESEL®;Antiacido;40;89.57;SI
4246;IRBESEL® HC;Antimicotico;97;82.52;NO
4247;IRBETIAZID 150;Antigripal;2;71.73;SI
4248;IRBETIAZID 300;Analgesico;43;59.26;SI
4249;IRBETT 150;Antigripal;90;14.78;SI
4250;IRBETT 300;Analgesico;135;55.80;SI
4251;IRBEVITAE;Dermocosmetica;17;38.47;SI
4252;IRBEVITAE PLUS;Vitaminas;186;5.16;NO
4253;IRINOTECAN;Antihistaminico;219;67.96;NO
4254;IRINOTECÁN;Dermocosmetica;4;32.01;NO
4255;IRITERO 100;Antimicotico;107;71.44;NO
4256;IRIX;Antimicotico;90;90.50;SI
4257;IRONCAD;Antibiotico;239;51.45;NO
4258;IRONFER;Antibiotico;168;79.02;NO
4259;IRONFERRIXPLUS;Dermocosmetica;86;13.39;SI
4260;IRONFOC;Antimicotico;200;24.56;SI
4261;IROVEL 150;Antibiotico;11;47.43;SI
4262;IROVEL 300;Vitaminas;65;34.79;NO
4263;IRRICOLINA;Antihistaminico;176;72.70;NO
4264;IRRIDEX;Antihistaminico;90;47.32;SI
4265;IRRIDEX NF;Antiinflamatorio;6;25.36;NO
4266;IRRIGOR;Dermocosmetica;216;18.91;SI
4267;IRRIGOR FORTE;Dermocosmetica;23;89.76;SI
4268;IRRIGOR PLUS;Analgesico;191;25.87;SI
4269;IRRIGOR PLUS NF;Analgesico;222;47.69;SI
4270;ISANA;Broncodilatador;248;31.06;NO
4271;ISBELA;Vitaminas;163;60.93;SI
4272;ISELAR;Antiacido;5;16.28;SI
4273;ISENTRESS;Antiinflamatorio;87;16.75;NO
4274;ISOB 5;Antihistaminico;174;5.65;SI
4275;ISOB20;Antiinflamatorio;229;66.95;SI
4276;ISOCHECK;Vitaminas;3;25.91;SI
4277;ISOCHECK 10;Antibiotico;101;41.20;SI
4278;ISOCLER;Antigripal;150;50.48;SI
4279;ISOCONAZOL;Analgesico;233;89.94;SI
4280;ISOCUTIS;Antiinflamatorio;131;54.40;SI
4281;ISODINE;Antimicotico;32;92.96;NO
4282;ISOFACE;Antibiotico;180;8.95;SI
4283;ISOFUNDIN;Antiacido;237;29.14;SI
4284;ISOLONA;Broncodilatador;144;23.14;SI
4285;ISONIAZIDA;Antihistaminico;112;36.03;NO
4286;ISONIL;Antihistaminico;81;75.53;NO
4287;ISOPRINOSINE;Antibiotico;67;67.67;NO
4288;ISOPTIN;Dermocosmetica;168;81.61;NO
4289;ISORBIDE;Broncodilatador;103;60.31;NO
4290;ISORBIDE ORAL;Broncodilatador;149;46.15;SI
4291;ISPIDON;Antiacido;243;71.07;SI
4292;ISTARIL;Antimicotico;174;22.18;NO
4293;ITAMI;Antigripal;245;94.64;NO
4294;ITBAY 120;Antihistaminico;174;38.36;NO
4295;ITBAY-90;Antiinflamatorio;102;48.83;NO
4296;ITRACONAZOL;Antibiotico;163;28.47;SI
4297;ITRACOPHARM;Dermocosmetica;89;39.09;NO
4298;ITRACOZONE;Dermocosmetica;57;69.97;NO
4299;ITRAMICOL;Antigripal;56;34.34;SI
4300;ITRAMILAB;Antiacido;47;45.16;NO
4301;ITRAPHARM;Analgesico;67;49.40;SI
4302;ITRAXIN;Antimicotico;112;20.05;SI
4303;ITUBIOT;Antihistaminico;111;65.45;NO
4304;ITUBIOT-F;Analgesico;101;20.47;NO
4305;IVACAR;Broncodilatador;101;93.71;SI
4306;IVANNA;Antibiotico;16;80.23;SI
4307;IVEMEND;Vitaminas;34;68.68;NO
4308;IVERCREM;Dermocosmetica;128;63.55;NO
4309;IVERMECTINA;Antiacido;137;83.57;NO
4310;IXEL;Broncodilatador;14;50.55;SI
4311;IXEMPRA;Antiacido;51;26.80;NO
4312;IXIFI;Broncodilatador;168;86.28;SI
4313;IXIUM;Antimicotico;177;73.64;SI
4314;IZONIT M;Antihistaminico;187;44.11;NO
4315;IZONIT- M;Dermocosmetica;196;84.55;SI
4316;IZONIT-M;Antiinflamatorio;13;99.90;SI
4317;J TRIM BALSAMICO;Antibiotico;244;31.79;NO
4318;J. TRIM BALSAMICO;Dermocosmetica;184;31.67;SI
4319;J. TRIM FORTE NF;Antihistaminico;70;4.68;SI
4320;J.TRIM BALSAMICO;Antihistaminico;232;74.35;NO
4321;JADELLE;Antihistaminico;140;4.66;NO
4322;JAIMICIL;Antihistaminico;35;91.25;SI
4323;JAKAVI;Vitaminas;149;55.38;NO
4324;JALLUDOL;Antiinflamatorio;127;60.87;NO
4325;JALZER 100;Antiacido;8;33.15;NO
4326;JAMOL 5;Antiinflamatorio;33;46.23;NO
4327;JAMSUPRAL;Antibiotico;49;49.94;SI
4328;JANUMET;Antiacido;212;62.05;SI
4329;JANUVIA;Dermocosmetica;162;59.04;NO
4330;JANVAX;Antiinflamatorio;22;52.13;NO
4331;JAQUESIL® FORTE;Vitaminas;200;96.89;SI
4332;JAQUEVIT B1;Antihistaminico;182;86.43;NO
4333;JARDIANCE;Antiacido;196;36.22;NO
4334;JARDIANCE DUO;Antiacido;132;51.02;SI
4335;JARIT;Antiinflamatorio;178;18.73;NO
4336;JAYDESS;Antigripal;168;16.44;SI
4337;JET FLOX 500;Broncodilatador;198;29.66;NO
4338;JOLIAN;Antiinflamatorio;212;84.15;NO
4339;JULSI’ DESMOPRESS;Vitaminas;247;74.77;SI
4340;JUNIDOL;Antimicotico;180;55.96;NO
4341;KACIDAN;Antihistaminico;220;16.24;NO
4342;KADCYLA;Antihistaminico;233;89.36;SI
4343;KADCYLA®;Antiinflamatorio;85;25.23;NO
4344;KALFREX;Vitaminas;28;55.13;NO
4345;KALIUM;Antiinflamatorio;85;76.47;NO
4346;KALLOZIL;Antihistaminico;85;54.87;SI
4347;KALLOZIL DUO;Analgesico;56;59.71;NO
4348;KALYUM CLORATUM;Broncodilatador;214;29.32;NO
4349;KANBIS;Antibiotico;59;82.64;SI
4350;KARBEG-HG;Antihistaminico;129;67.79;SI
4351;KARCITRON;Antimicotico;60;83.09;SI
4352;KAREXYL;Antimicotico;147;58.25;NO
4353;KAST-HG;Dermocosmetica;157;94.04;NO
4354;KAYUAN;Broncodilatador;213;99.28;NO
4355;KEALIVIA-DEL;Antibiotico;184;76.80;NO
4356;KEDOL;Antimicotico;134;68.47;SI
4357;KEFDYL;Antigripal;13;74.70;SI
4358;KEFDYL®;Vitaminas;76;45.84;SI
4359;KEFLEX;Analgesico;201;7.03;NO
4360;KELEXYN;Antibiotico;12;51.66;NO
4361;KELZY;Antimicotico;18;16.12;NO
4362;KEMOTER;Antihistaminico;138;7.80;NO
4363;KENADOL;Antimicotico;201;59.29;SI
4364;KENAFLAM;Dermocosmetica;111;91.67;SI
4365;KENAFRENT;Antiinflamatorio;88;38.65;SI
4366;KENALER;Analgesico;172;45.51;SI
4367;KENALGEST;Broncodilatador;22;34.00;SI
4368;KENOPLAST - KEFENTECH;Antiacido;124;79.45;SI
4369;KEPPRA;Antigripal;103;93.48;SI
4370;KESIMPTA;Antigripal;63;62.75;SI
4371;KETACOR;Analgesico;12;67.65;SI
4372;KETADAN;Antibiotico;29;68.03;SI
4373;KETAJEX;Analgesico;147;21.33;SI
4374;KETALDOL;Antibiotico;60;57.40;SI
4375;KETALGESICO;Vitaminas;70;71.40;SI
4376;KETALIFT 100;Analgesico;222;13.26;NO
4377;KETAMAX 50;Analgesico;87;6.57;SI
4378;KETAMINA;Dermocosmetica;37;39.49;SI
4379;KETANEN;Dermocosmetica;67;33.21;SI
4380;KETANIR;Antigripal;232;47.99;SI
4381;KETAXAL;Dermocosmetica;9;44.76;NO
4382;KETAZAR;Vitaminas;247;92.18;NO
4383;KETEROBRAT 10;Vitaminas;27;80.22;SI
4384;KETESSE;Vitaminas;28;93.12;NO
4385;KETINOR;Antigripal;207;30.06;NO
4386;KETOALGIN;Antihistaminico;44;22.98;NO
4387;KETOCALM;Antiinflamatorio;102;43.74;NO
4388;KETOCLEAR;Antihistaminico;50;60.72;SI
4389;KETOCON;Antihistaminico;1;82.75;SI
4390;KETOCONAZOL;Analgesico;167;52.80;NO
4391;KETODASAN;Antigripal;190;87.57;NO
4392;KETODAZOL-200;Antibiotico;105;66.89;NO
4393;KETODOL;Antiinflamatorio;115;38.59;NO
4394;KETODOLAC;Antigripal;9;96.15;NO
4395;KETOFENID 100;Antiacido;233;8.79;SI
4396;KETOFOR;Antihistaminico;138;99.73;SI
4397;KETOFUNGOL;Antiacido;220;70.43;NO
4398;KETOGEL;Antihistaminico;19;55.70;NO
4399;KETOMAX;Vitaminas;162;96.96;NO
4400;KETOMED;Antihistaminico;29;67.35;NO
4401;KETONES;Analgesico;42;66.10;NO
4402;KETONIL;Analgesico;218;23.60;NO
4403;KETOPAN;Dermocosmetica;13;84.34;NO
4404;KETOPHARM;Analgesico;201;73.29;NO
4405;KETOPLUS;Antiacido;99;48.68;NO
4406;KETOPREV;Antigripal;163;92.67;SI
4407;KETOPRODEL;Antimicotico;177;12.30;SI
4408;KETOPROFENO;Vitaminas;109;67.31;NO
4409;KETOPROPHARM IV;Antigripal;71;54.28;SI
4410;KETOPROX;Antimicotico;176;32.07;SI
4411;KETORGES 60;Antiinflamatorio;228;53.53;NO
4412;KETOROLACO;Dermocosmetica;0;61.72;SI
4413;KETOROLACO TROMETAMINA;Antiinflamatorio;72;16.29;NO
4414;KETOSTERIL;Dermocosmetica;146;76.55;NO
4415;KETOTIFENO;Antimicotico;225;80.45;SI
4416;KETOX;Dermocosmetica;60;4.52;NO
4417;KETOZOL;Broncodilatador;145;27.54;NO
4418;KETRADOL;Vitaminas;33;82.36;NO
